id,name,address,pname,pcode,cityname,citycode,adname,adcode,tel,type,photos,timestamp,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,大类,中类,小类
B0IUKC5L67,电动屋济宁一特金宇汽配城体验店,内环高架路88号,山东省,370000,济宁市,537,任城区,370811,13405373589,汽车销售;汽车销售;汽车销售,[],2022-09-02T03:53:40,116.543779,35.428283,116.5384202866467,35.42865952438918,汽车销售,汽车销售,汽车销售
B0H0PCDK71,比亚迪汽车王朝网(济宁润立4S店),327国道车管所对面,山东省,370000,济宁市,537,兖州区,370812,[],汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/37fb37e2773320107519635fac6e8dca'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/83814ad32b8aaf6f774dff6bad216b63'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/ff82a76dc9c00590fe208ad9aea4d72e'}]",2022-09-01T23:26:35,116.696452,35.453231,116.6909603618783,35.45351359733315,汽车销售,汽车销售,汽车销售
B0IDRHIY9A,奇瑞新能源(兖州店),龙桥北路26号,山东省,370000,济宁市,537,兖州区,370812,13605373873;13287232996,汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/7529a3697662b2e480d2c852ac96b0af'}]",2022-09-01T16:36:11,116.810292,35.569983,116.80475102462572,35.57019423042086,汽车销售,汽车销售,汽车销售
B0IDFR0ZP6,微山东鑫汽车销售,奎文东路9号,山东省,370000,济宁市,537,微山县,370826,13255375282,汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c73cc7cd14b50b1229046b7689ece85e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/2b537cb34537e09c8c5f2d661b58eb36'}]",2022-09-01T10:14:04,117.173335,34.804282,117.16748468001602,34.80508047952418,汽车销售,汽车销售,汽车销售
B0G0FZ9NOV,济宁交运聚源兖州专营店,大禹南路与阳新路交叉口西180米,山东省,370000,济宁市,537,兖州区,370812,[],汽车销售;汽车销售;汽车销售,[],2022-08-31T19:38:10,116.796076,35.528259,116.79051771322504,35.52847378630492,汽车销售,汽车销售,汽车销售
B0GRM51JX4,济宁昱航汽车贸易有限公司,南营村327东路12号,山东省,370000,济宁市,537,任城区,370811,18865373076;15106751057,汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/3a76fc02f85308d333e9d7f45faf1985'}, {'title': [], 'url': 'http://aos-cdn-image.amap.com/sns/ugccomment/a76baa6c-151d-48fd-b5ac-62b800d614d2.jpg'}]",2022-08-31T19:03:52,116.680788,35.443466,116.6753373988166,35.44378438781815,汽车销售,汽车销售,汽车销售
B0IUOR5Z92,哪吒汽车,[],山东省,370000,济宁市,537,泗水县,370831,[],汽车销售;汽车销售;汽车销售,[],2022-08-31T09:45:43,117.311752,35.658694,117.3057818358311,35.6587214635725,汽车销售,汽车销售,汽车销售
B0ID0SBN9L,山东多利卡汽车贸易有限公司,山东美胜专用汽车有限公司内,山东省,370000,济宁市,537,嘉祥县,370829,[],汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0b0a0d0bdba6e8d9f32d047cab77e87e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/477b1cd3d26662f8f4b5fcdbafddd42d'}]",2022-08-31T02:33:15,116.12291,35.618553,116.11711361014552,35.61851564159373,汽车销售,汽车销售,汽车销售
B0ID0COBNI,济宁金远信汽车销售服务有限公司,北一路14号,山东省,370000,济宁市,537,任城区,370811,15866076807,汽车销售;汽车销售;汽车销售,[],2022-08-31T02:33:14,116.645433,35.441374,116.64007371119249,35.4417592914019,汽车销售,汽车销售,汽车销售
B0IDMUXCKQ,城市展厅,邹城市汽车站红绿灯往北150米路东兴业路1598号,山东省,370000,济宁市,537,邹城市,370883,18364757666,汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0cfd4f94e8e243acbfee2eca7d69ecb1'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/de785cacbf89222b6cbfeb6e066669a4'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5e9176ff8bcfb345da188bb486f82fd1'}]",2022-08-30T18:15:15,116.94477,35.375673,116.93927678844472,35.376109595810505,汽车销售,汽车销售,汽车销售
