id,name,address,pname,pcode,cityname,citycode,adname,adcode,tel,type,photos,timestamp,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,大类,中类,小类
B021907509,圣城石油加油站,峄山南路1299号,山东省,370000,济宁市,537,邹城市,370883,0537-5345699,汽车服务;加油站;加油站,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/d512f44016d84e956e809932d533e4ea'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/ce2ac810b0c91b6e8896a579dfc38c8a'}]",2022-09-02T05:16:32,116.980445,35.374191,116.97482535064238,35.37454167180617,汽车服务,加油站,加油站
B0HAXUMHB8,星星充电汽车充电站(邹城市运输公司公共充电站),城前东路239号,山东省,370000,济宁市,537,邹城市,370883,4008280768,汽车服务;充电站;充电站,"[{'title': '1', 'url': 'http://store.is.autonavi.com/showpic/3e1d3940cdb859fabca7f3265a22c946'}, {'title': '1', 'url': 'http://store.is.autonavi.com/showpic/c92ce412fce75fa7edf675245b982325'}, {'title': '1', 'url': 'http://store.is.autonavi.com/showpic/459eee3c4fac807738c76d5e5c8af5b8'}]",2022-09-02T05:01:43,116.983416,35.37751,116.97778378821192,35.37784916769694,汽车服务,充电站,充电站
B0IATSM1QK,远洋汽修,拳铺镇徐集,山东省,370000,济宁市,537,梁山县,370832,15853787762,汽车服务;汽车养护/装饰;汽车养护|汽车维修;汽车维修;汽车维修,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/21ace1fb952d0130a1603550e8b730d2'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/0783ae5709bb7fa7b676803cd93e15ad'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/af3d512f2cde5a0a42f8275681d52536'}]",2022-09-02T04:57:58,116.209868,35.689994,116.2042704660482,35.69006186098069,汽车服务,汽车养护/装饰,汽车养护
B0FFK5QW9N,山推配件,太白楼东路10-24号,山东省,370000,济宁市,537,任城区,370811,0537-2608678;13505379444,汽车服务;汽车配件销售;汽车配件销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b11eaa78ea53878850ce30f0fc23667c'}]",2022-09-02T04:49:40,116.624913,35.407922,116.61959763135808,35.40836270406017,汽车服务,汽车配件销售,汽车配件销售
B0IUKCXUJD,好车居精品车行,龙桥北路30号,山东省,370000,济宁市,537,兖州区,370812,13562762077,汽车服务;汽车服务相关;汽车服务相关,[],2022-09-02T03:54:14,116.811267,35.569004,116.8057277557972,35.56921755284262,汽车服务,汽车服务相关,汽车服务相关
B0IUKCZQA8,济宁锦程汽车用品有限公司,美恒济宁国际汽博览城沿街A67号一至三层0109房,山东省,370000,济宁市,537,任城区,370811,[],汽车服务;汽车配件销售;汽车配件销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/504752787ab2bd491030090ba57e1ce3'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8ce897c2653a4835347b4e054029f488'}]",2022-09-02T03:53:57,116.53297,35.369838,116.52758686952754,35.37023745649979,汽车服务,汽车配件销售,汽车配件销售
B0IUKC38T8,嘉宁精品二手车,获麟街333号,山东省,370000,济宁市,537,嘉祥县,370829,[],汽车服务;二手车交易;二手车交易,[],2022-09-02T03:53:47,116.32659,35.401406,116.32097459095776,35.40159634921191,汽车服务,二手车交易,二手车交易
B0IUKCZIHI,龙兴精品车行,龙桥北路30号,山东省,370000,济宁市,537,兖州区,370812,15550311234,汽车服务;汽车服务相关;汽车服务相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/79af2eca908adad90cb1693fd37fbdbe'}]",2022-09-02T03:53:45,116.811444,35.569118,116.80590504129314,35.569331795976844,汽车服务,汽车服务相关,汽车服务相关
B0IUKHPXMI,高空车升降机租赁,开源路2号,山东省,370000,济宁市,537,任城区,370811,15964119955,汽车服务;汽车租赁;汽车租赁,[],2022-09-02T03:53:43,116.653979,35.387179,116.64860463082692,35.387593969842726,汽车服务,汽车租赁,汽车租赁
B0I26LIQ2M,极氪能源汽车充电站(ZEEKR Power济宁苏宁生活广场超充站),阜桥街道苏宁生活广场地下停车场负二层D区,山东省,370000,济宁市,537,任城区,370811,[],汽车服务;充电站;充电站,[],2022-09-02T01:28:30,116.592624,35.406763,116.5873348966615,35.407219614092405,汽车服务,充电站,充电站
B0FFKS0P68,星星充电站(邹城市运输公司公交),城前东路239号,山东省,370000,济宁市,537,邹城市,370883,[],汽车服务;充电站;充电站,"[{'title': '1', 'url': 'http://store.is.autonavi.com/showpic/3e1d3940cdb859fabca7f3265a22c946'}, {'title': '1', 'url': 'http://store.is.autonavi.com/showpic/c92ce412fce75fa7edf675245b982325'}, {'title': '1', 'url': 'http://store.is.autonavi.com/showpic/459eee3c4fac807738c76d5e5c8af5b8'}]",2022-09-02T01:02:11,116.983415,35.37751,116.97778279234971,35.37784917062201,汽车服务,充电站,充电站
B0IRKSPHUK,中化石油加油站(暂停营业),连菏线与S244交叉路口东北侧,山东省,370000,济宁市,537,嘉祥县,370829,[],汽车服务;加油站;加油站,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f36958848f9574872a760110852ad2b5'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/b6c5edebdce5de7e83d52d7f65219aa1'}, {'title': [], 'url': 'http://aos-cdn-image.amap.com/sns/ugccomment/f3de91a9-2be2-47ba-95ee-6c8eccc9e50b.jpg'}]",2022-09-01T22:43:44,116.325465,35.396688,116.31985249949612,35.39688445752916,汽车服务,加油站,加油站
B0I26RKDMZ,龙工电动叉车,阳新路与大禹南路交叉口西320米,山东省,370000,济宁市,537,兖州区,370812,[],汽车服务;汽车服务相关;汽车服务相关,[],2022-09-01T19:40:12,116.794329,35.526943,116.78876852542447,35.52715609415107,汽车服务,汽车服务相关,汽车服务相关
B0I26RJYPJ,润康快车氧吧,厅门口街与厅西街交叉口东40米,山东省,370000,济宁市,537,任城区,370811,[],汽车服务;汽车养护/装饰;汽车养护,[],2022-09-01T19:39:24,116.575774,35.406383,116.5704761687298,35.40682988504232,汽车服务,汽车养护/装饰,汽车养护
B0FFGSF566,永顺整形烤漆,人民北路南50米,山东省,370000,济宁市,537,梁山县,370832,[],汽车服务;汽车服务相关;汽车服务相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/24dc53578d7c21c683dd4e1131f0e836'}]",2022-09-01T17:28:49,116.08304,35.812568,116.07719675364145,35.8124383309252,汽车服务,汽车服务相关,汽车服务相关
B0GRO96QA1,鞍轮轮胎(西十二路店),锡城大酒店斜对面,山东省,370000,济宁市,537,任城区,370811,15820070688,汽车服务;汽车配件销售;汽车配件销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b84d21f79afaa2422db4356ecf30ecb0'}]",2022-09-01T16:53:50,116.5116,35.365948,116.50614706112154,35.36629139437149,汽车服务,汽车配件销售,汽车配件销售
B0FFFOTOUY,汽车漆大全,车站东路与南文昌阁街交叉口南60米,山东省,370000,济宁市,537,任城区,370811,13963759691,汽车服务;汽车配件销售;汽车配件销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/92c37fe2fd518dae92001faa84e52209'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/13ee51a7beee7758577be807fb743c43'}]",2022-09-01T16:35:41,116.600843,35.396243,116.59555344462738,35.39670869322268,汽车服务,汽车配件销售,汽车配件销售
B0IDOUBQ49,佳诚名车汇,龙桥北路与铁北西街交叉口东南260米,山东省,370000,济宁市,537,兖州区,370812,13153767777,汽车服务;二手车交易;二手车交易,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0dcae8e4e7b8a43168af51648812e336'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/f40d9ca92bfbeed3d272593696cf9e1f'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/37d3670c15b8b67091be98e9890d04c2'}]",2022-09-01T10:14:06,116.812234,35.568977,116.80669638862264,35.569192286695845,汽车服务,二手车交易,二手车交易
B0IU67VM1D,逸阳馨洗车行,诸天寺街152号,山东省,370000,济宁市,537,兖州区,370812,[],汽车服务;洗车场;洗车场,[],2022-09-01T02:49:28,116.844754,35.536892,116.83927683099354,35.53718775471586,汽车服务,洗车场,洗车场
B0FFFZDA2D,延营电焊车辆维修,252省道西50米,山东省,370000,济宁市,537,汶上县,370830,[],汽车服务;汽车服务相关;汽车服务相关,[],2022-09-01T02:26:25,116.400242,35.631547,116.39449610099412,35.631484506237285,汽车服务,汽车服务相关,汽车服务相关
B0HGKDIJR2,豪艺超市,连菏线世纪城小区,山东省,370000,济宁市,537,泗水县,370831,[],汽车服务;汽车养护/装饰;汽车养护,[],2022-09-01T00:18:42,117.244075,35.65278,117.23821029691445,35.65287476052293,汽车服务,汽车养护/装饰,汽车养护
B0FFGMO8FP,普利司通(广通汽车轮胎销售部店),水泊南路杏花村宾馆北10米路西,山东省,370000,济宁市,537,梁山县,370832,13963751512;13863718018,汽车服务;汽车配件销售;汽车配件销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c0395bbf5bc349db583a7f8e5991f445'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e933725b05b08a95f71f2b424391b17b'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/58f1987ef57ef35c9a0d596d44fcbc64'}]",2022-08-31T23:37:44,116.088,35.783099,116.08215863367614,35.78297684832629,汽车服务,汽车配件销售,汽车配件销售
B0FFHDUL34,永兴商贸有限公司,拳铺镇四通路金都花园小区金都宾馆,山东省,370000,济宁市,537,梁山县,370832,[],汽车服务;汽车配件销售;汽车配件销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/3241da675a09472c088025b89bbf0b8e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/edd2f12f105a28f1b27677677d9ac65d'}]",2022-08-31T23:37:31,116.124634,35.703839,116.1188313592936,35.70376079420581,汽车服务,汽车配件销售,汽车配件销售
