,id,name,address,pname,pcode,cityname,citycode,adname,adcode,tel,type,photos,timestamp,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,大类,中类,小类
0,B0ID05J4C7,小精灵亲子游乐园,圣和路15号,山东省,370000,济宁市,537,泗水县,370831,13356683232,体育休闲服务;休闲场所;游乐场,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f5229660d9765c568ebe380e52baa09c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/df74e79c461e2df3c9615b8f85308019'}]",2022-09-02T06:22:33,117.210318,35.642372,117.2044362159804,35.64244507664951,体育休闲服务,休闲场所,游乐场
1,B0ID9R3MQ3,天海飞行微山湖跳伞基地,微山岛镇波浪湾,山东省,370000,济宁市,537,微山县,370826,13269085366,体育休闲服务;体育休闲服务场所;体育休闲服务场所,[],2022-09-02T06:19:37,117.24421,34.644622,117.23845261913036,34.64566531798115,体育休闲服务,体育休闲服务场所,体育休闲服务场所
2,B0GUJ6MZLS,棋牌休闲奶茶桌游,英华北路琵琶山-北区,山东省,370000,济宁市,537,任城区,370811,[],体育休闲服务;娱乐场所;娱乐场所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/4c70ec5eb384fbea4434f9f1dad17f7d'}]",2022-09-02T05:36:14,116.609718,35.41157,116.6044211822915,35.412019986791194,体育休闲服务,娱乐场所,娱乐场所
3,B0IDTZK77T,青岛啤酒鲜酒吧,谭岗路与荷花路交叉口西200米,山东省,370000,济宁市,537,任城区,370811,[],体育休闲服务;娱乐场所;酒吧,[],2022-09-02T05:11:03,116.581079,35.374424,116.57578885530944,35.37490255283336,体育休闲服务,娱乐场所,酒吧
4,B0ID7X9CRR,明馥百悦瑜伽,金宇路59号新贵和2楼,山东省,370000,济宁市,537,任城区,370811,[],体育休闲服务;运动场馆;健身中心,[],2022-09-01T20:59:06,116.604076,35.431564,116.59878130227877,35.432000050721975,体育休闲服务,运动场馆,健身中心
5,B0ID3AISAO,酷锐体育运动成长中心,慧农商城B座西南门2楼,山东省,370000,济宁市,537,嘉祥县,370829,13562439559;18266872886,体育休闲服务;运动场馆;篮球场馆,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/fbc2a857f432feebb3b7065ce0517fa3'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/d9a2417a1d386dd45cd67d95f731b175'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/82ef2a43a67273432e0177b6295e14e0'}]",2022-09-01T18:46:28,116.334122,35.423454,116.32848807411294,35.42361183138443,体育休闲服务,运动场馆,篮球场馆
6,B0IDXAJLOB,见录手作馆,圣都商业街17-2,山东省,370000,济宁市,537,金乡县,370828,15206748345,体育休闲服务;休闲场所;休闲场所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/14039c9b4176c4a0572ac4d1afeea43e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/9a407f150bdc685fd669e4b213b48f0c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/ecae86981b7af6bda8e1f4d2ae0d2797'}]",2022-09-01T18:11:49,116.315858,35.069214,116.31029948362723,35.06975686137656,体育休闲服务,休闲场所,休闲场所
7,B0IDCANCSF,探探熊动物王国,山东省济宁市邹城市东滩路1869号邹城银座A区三楼西首,山东省,370000,济宁市,537,邹城市,370883,15063789666,体育休闲服务;体育休闲服务场所;体育休闲服务场所,[],2022-09-01T18:11:23,116.971111,35.407822,116.96552498678663,35.408170230802334,体育休闲服务,体育休闲服务场所,体育休闲服务场所
8,B0FFGH1Z3B,友趣天空,沃尔玛二楼,山东省,370000,济宁市,537,任城区,370811,0537-3160166,体育休闲服务;休闲场所;游乐场,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/bae7b49d3d643ec645492d5a0c261e94'}]",2022-09-01T14:28:10,116.579293,35.403617,116.57399859952346,35.40406933509306,体育休闲服务,休闲场所,游乐场
9,B0FFK8TAI6,乐高创意活动中心(兖州奎星苑店),机神庙街兖州东御桥小学(百子堂校区)东南侧约120米,山东省,370000,济宁市,537,兖州区,370812,0537-3330055,体育休闲服务;体育休闲服务场所;体育休闲服务场所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/37dc1c4ec0d235ca1eaa2628361b4956'}]",2022-09-01T13:31:42,116.836388,35.543422,116.83089583634784,35.54369828382478,体育休闲服务,体育休闲服务场所,体育休闲服务场所
10,B0GU4AT08G,天池小圆塘,八里庙大桥西第二个红绿灯往北,山东省,370000,济宁市,537,任城区,370811,[],体育休闲服务;休闲场所;垂钓园,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a2a8d0edbaadd86749d3c758104a9025'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/db242b346423d4b3d411088e05d52bd9'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/9424d4819b8a3aa8661bbc81572d43ef'}]",2022-09-01T13:08:14,116.547056,35.381411,116.54171029263556,35.38183364747985,体育休闲服务,休闲场所,垂钓园
11,B0H2N9KEJV,西刘农家院,洸河路开泰花园小区南侧约40米,山东省,370000,济宁市,537,任城区,370811,[],体育休闲服务;休闲场所;休闲场所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/006cbcb31ad12e42ff705cae3ba7c9a4'}]",2022-09-01T12:53:20,116.553967,35.419849,116.54863332064932,35.420253407580645,体育休闲服务,休闲场所,休闲场所
12,B0IG2M3QRH,游侠台球俱乐部,兴唐大厦,山东省,370000,济宁市,537,任城区,370811,[],体育休闲服务;运动场馆;台球厅,[],2022-09-01T11:13:02,116.595614,35.420942,116.5903233618537,35.42138744148291,体育休闲服务,运动场馆,台球厅
13,B0FFL4RAHZ,E时代动漫城,古城街61号乐民商厦,山东省,370000,济宁市,537,嘉祥县,370829,[],体育休闲服务;娱乐场所;游戏厅,[],2022-09-01T11:05:02,116.346781,35.399663,116.34112305126588,35.39981695286902,体育休闲服务,娱乐场所,游戏厅
14,B0GK0SAGQC,网鱼网咖(皇朝店),济州上城负一层,山东省,370000,济宁市,537,任城区,370811,15254798021,体育休闲服务;娱乐场所;网吧,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/54665e1da63eb0bfbdcec9e3ae991ae3'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/9b5a746ab1565ddec420c4f5ec01cf0b'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/574b758c8209f04e15ee52f17406591b'}]",2022-09-01T11:02:20,116.61979,35.396325,116.6144833754898,35.39678047985639,体育休闲服务,娱乐场所,网吧
15,B0FFGP91CB,气艺跆拳道,安居镇居北桥北20米路西,山东省,370000,济宁市,537,任城区,370811,18253748898,体育休闲服务;运动场馆;跆拳道场馆,[],2022-09-01T06:54:02,116.496166,35.372165,116.49065742557175,35.37245685311001,体育休闲服务,运动场馆,跆拳道场馆
16,B0IU6USZP5,醉慕lIVEHOUSE,运河摩尔5楼,山东省,370000,济宁市,537,任城区,370811,[],体育休闲服务;娱乐场所;酒吧,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/4b8238674e9a4b4a87bf19e416681b4b'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/23e6d6ece54ae3aa5e81bfd638816868'}]",2022-09-01T02:49:34,116.5903,35.407594,116.58501055705308,35.408049299742075,体育休闲服务,娱乐场所,酒吧
17,B0IU6ZDMK9,安知手工坊,阜桥街道刘庄西新村89号1-2层,山东省,370000,济宁市,537,任城区,370811,15069710773,体育休闲服务;体育休闲服务场所;体育休闲服务场所,[],2022-09-01T02:49:26,116.599853,35.414926,116.59456195216836,35.41537630536452,体育休闲服务,体育休闲服务场所,体育休闲服务场所
18,B0IU6UQP9F,Um·有米DIY手工制作,王杰中学对过胡同内最南头左拐路南第一家,山东省,370000,济宁市,537,金乡县,370828,13255478782,体育休闲服务;休闲场所;休闲场所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/9e64b71136b5ec3602efdc10572b3368'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/373fd9e6d55294d4eec4471b262ca52c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4b139135a7850b531c70a843ffcdeb9d'}]",2022-09-01T02:49:23,116.317315,35.062634,116.3117541444712,35.06318145580963,体育休闲服务,休闲场所,休闲场所
19,B0IU65QOJB,果香生态园,大安镇后白家楼村,山东省,370000,济宁市,537,兖州区,370812,[],体育休闲服务;体育休闲服务场所;体育休闲服务场所,[],2022-09-01T02:49:14,116.844129,35.636471,116.8386405067532,35.636706496177126,体育休闲服务,体育休闲服务场所,体育休闲服务场所
20,B0IDYZUYE8,东青少年王篮球馆,红玺台小区西广伟路广伟南厂房,山东省,370000,济宁市,537,任城区,370811,17888373333,体育休闲服务;运动场馆;篮球场馆,[],2022-08-31T23:10:55,116.617381,35.389576,116.61207820658898,35.39003926099343,体育休闲服务,运动场馆,篮球场馆
21,B0IDXC0Q20,火神篮球训练基地,凫山街道宏河路1553号门头,山东省,370000,济宁市,537,邹城市,370883,[],体育休闲服务;运动场馆;篮球场馆,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/eb07cd6d58f515e5053dfff09e62b69c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/193b05bcd81e6091379a823378252e25'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/43528ee28c41b2baff5440180bb34941'}]",2022-08-31T16:27:48,116.933759,35.397543,116.9282919291652,35.39797912969849,体育休闲服务,运动场馆,篮球场馆
22,B0ID79YSON,聚点台球厅,中国石化济宁微山第20加油站西侧120米,山东省,370000,济宁市,537,微山县,370826,[],体育休闲服务;运动场馆;台球厅,[],2022-08-31T10:24:17,116.942967,35.016886,116.93751548072376,35.017694788434696,体育休闲服务,运动场馆,台球厅
23,B0ID1Z82A4,漫拾光DIY创意坊,百丰大厦515室,山东省,370000,济宁市,537,任城区,370811,13275472190,体育休闲服务;休闲场所;休闲场所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/03a8906feda32dc73ab2ab1c452e52d4'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/737534603e11cf0c879fdbc301d8b97a'}]",2022-08-31T05:20:22,116.605208,35.429747,116.59991279058644,35.43018415453403,体育休闲服务,休闲场所,休闲场所
24,B0G22GRCZ1,田丰果园,南阳湖农场南门,山东省,370000,济宁市,537,任城区,370811,19953720359,体育休闲服务;体育休闲服务场所;体育休闲服务场所,[],2022-08-31T04:32:23,116.646833,35.295195,116.64148520352984,35.29570574638343,体育休闲服务,体育休闲服务场所,体育休闲服务场所
25,B0FFJV2YCW,摆渡人酒吧(万达广场济宁太白路店),太白东路55号万达广场(济宁太白路店)1F层,山东省,370000,济宁市,537,任城区,370811,[],体育休闲服务;娱乐场所;酒吧,[],2022-08-30T18:34:01,116.603491,35.408897,116.5981989055804,35.40935160822205,体育休闲服务,娱乐场所,酒吧
26,B0ID35Y4S7,峄康源,山东省济宁市邹城市峄山街470号路南468米路东88,山东省,370000,济宁市,537,邹城市,370883,13805470263,体育休闲服务;体育休闲服务场所;体育休闲服务场所,[],2022-08-30T17:57:37,117.054601,35.315544,117.04869821306168,35.31574482165148,体育休闲服务,体育休闲服务场所,体育休闲服务场所
27,B0IDSZEY7N,鲁味轩农家院,滨湖路与车站西路交汇处向南880米路东,山东省,370000,济宁市,537,任城区,370811,15666177688,体育休闲服务;休闲场所;休闲场所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f7b447b8caa2dcc0e0298c471e5a3f8c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/a3d6967cfff701986bf808e5e2826476'}, {'title': [], 'url': 'https://comment-oss-online.oss-cn-wulanchabu.aliyuncs.com/B0IDSZEY7N/comment/content_media_external_images_media_12262_1652324833619_5891b838.jpg'}]",2022-08-30T15:32:40,116.563469,35.369524,116.55815847231122,35.36998698868825,体育休闲服务,休闲场所,休闲场所
28,B0ID375PVS,吹牛脾俱乐部,凤凰城鲁汾酒业左侧门地下一层,山东省,370000,济宁市,537,梁山县,370832,15589708141,体育休闲服务;体育休闲服务场所;体育休闲服务场所,[],2022-08-30T15:19:02,116.080271,35.801757,116.07443022328522,35.801633114711834,体育休闲服务,体育休闲服务场所,体育休闲服务场所
29,B0H33YRGLW,浮生音乐餐吧,S337美的亚首府,山东省,370000,济宁市,537,梁山县,370832,[],体育休闲服务;娱乐场所;酒吧,[],2022-08-30T15:01:55,116.101369,35.766331,116.09553260434556,35.76621291269766,体育休闲服务,娱乐场所,酒吧
30,B0ID2ZEU79,正炫乒乓球,兖兰中街329号,山东省,370000,济宁市,537,嘉祥县,370829,13280498981,体育休闲服务;运动场馆;乒乓球馆,[],2022-08-30T14:51:37,116.344381,35.395433,116.33872837291764,35.395594818052686,体育休闲服务,运动场馆,乒乓球馆
31,B02190YH48,菲莲酒吧,南门大街三孔宾馆,山东省,370000,济宁市,537,曲阜市,370881,[],体育休闲服务;娱乐场所;酒吧,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/4f69a157c40572b7c873d285aa1c6d94'}]",2022-08-30T14:43:24,116.994346,35.589737,116.98864534174535,35.589888831639044,体育休闲服务,娱乐场所,酒吧
32,B0IDC7IP7T,万克台球俱乐部,齐鲁时代花园一期北门三楼,山东省,370000,济宁市,537,邹城市,370883,15192425710,体育休闲服务;运动场馆;台球厅,[],2022-08-30T13:39:40,117.013351,35.414811,117.00758796191712,35.41502874702744,体育休闲服务,运动场馆,台球厅
33,B0IDYHVMGV,曲阜0511手工店,富良商城4号楼104号,山东省,370000,济宁市,537,曲阜市,370881,13355476559,体育休闲服务;休闲场所;休闲场所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ecc52a14efb560b555c210432daf0d37'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/0def428397b078dfa081d22b23ead1a6'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/0d0014b5d7a5f5329497b02d45109193'}]",2022-08-30T12:58:15,117.000774,35.591819,116.99504558299763,35.591950096716566,体育休闲服务,休闲场所,休闲场所
34,B0IDRCO7QF,光辉岁月音乐主题酒馆,星吴线与星华路交叉口南220米,山东省,370000,济宁市,537,泗水县,370831,[],体育休闲服务;娱乐场所;酒吧,[],2022-08-30T12:46:17,117.40631,35.689753,117.40015992240112,35.68964271287263,体育休闲服务,娱乐场所,酒吧
35,B0FFIHL4RF,尚茗源茶庄,和欣家园10号楼1层13号,山东省,370000,济宁市,537,任城区,370811,0537-2208788;13905370058,体育休闲服务;娱乐场所;棋牌室,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/3333aac5c252def0499dc7cead4883fb'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5974a077aca0874ce60da8e3c1e34b21'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/62e7d579d4ee1320aabc4012c7571262'}]",2022-08-30T03:41:08,116.573852,35.399543,116.5685528394487,35.39999363128655,体育休闲服务,娱乐场所,棋牌室
36,B0IDVZUTQI,鲸禧手作手工工作室,万达广场B座1817室,山东省,370000,济宁市,537,任城区,370811,19353341183,体育休闲服务;休闲场所;休闲场所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/14dacedad6fc6b081f1d527014db0f76'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/77867fa01054280057af27d9b8a6a25c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/3b8fcf9e9a633265dc25b5f4ed81465b'}]",2022-08-30T03:40:33,116.603768,35.408069,116.59847583369292,35.408524219552824,体育休闲服务,休闲场所,休闲场所
37,B0ID0LXX9G,新起点音乐会所,"凫山街道南开街4,5号",山东省,370000,济宁市,537,邹城市,370883,[],体育休闲服务;娱乐场所;娱乐场所,[],2022-08-30T02:25:02,116.965074,35.379862,116.95951366011565,35.38024970515489,体育休闲服务,娱乐场所,娱乐场所
38,B0IDF701PT,胡乐棋牌,建设南路,山东省,370000,济宁市,537,任城区,370811,[],体育休闲服务;娱乐场所;棋牌室,[],2022-08-29T06:18:15,116.597301,35.406098,116.59201156413712,35.40655569631663,体育休闲服务,娱乐场所,棋牌室
39,B0IDJC8H3L,时光台球俱乐部,天罡路郑垓路东,山东省,370000,济宁市,537,梁山县,370832,17564138988,体育休闲服务;运动场馆;台球厅,[],2022-08-29T02:40:15,116.122755,35.786434,116.11694041644088,35.78632053217498,体育休闲服务,运动场馆,台球厅
40,B0IDJZSCJV,金都搏冠乒乓球俱乐部,金兴商贸城A5-6号,山东省,370000,济宁市,537,金乡县,370828,19953711366,体育休闲服务;运动场馆;乒乓球馆,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/093e05dc2bf826d05b4d8f943973399f'}]",2022-08-29T02:39:51,116.286985,35.072332,116.28147677351711,35.072918281908166,体育休闲服务,运动场馆,乒乓球馆
41,B0IDJMNETZ,GM.巨兽跳舞俱乐部,济州上城4F,山东省,370000,济宁市,537,任城区,370811,0537-5633555,体育休闲服务;娱乐场所;酒吧,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/778544bc3c76a33517f4d029726c98ab'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/27bd90685d5fbfb738d719ef83eb5d06'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/71d2a3417231bf8843111fae28cf5ddd'}]",2022-08-29T02:39:49,116.61948,35.395739,116.61417385524273,35.39619525194518,体育休闲服务,娱乐场所,酒吧
42,B0IDJCB8JW,一只小白工艺品坊,荷香路卫生室对过巷子约100m,山东省,370000,济宁市,537,金乡县,370828,19153100127,体育休闲服务;休闲场所;休闲场所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/5eaa90dfa58e2cc778e53182f86ababf'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/bf384bffcb9ae53476b7990b5795f836'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/baa7c534704349862165fb79a854bf4c'}]",2022-08-29T02:39:38,116.307696,35.068637,116.30215382665548,35.069195287106844,体育休闲服务,休闲场所,休闲场所
43,B0FFHI1UHD,沐喜手工礼物DIY创意坊,运河城京杭中心A座907室,山东省,370000,济宁市,537,任城区,370811,17686832584;18588961325,体育休闲服务;休闲场所;休闲场所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/61bb21362ded6fbd1ddc9ffa154b4bbb'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/0829a62099141d15005edc46bad31000'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5a8c1b7daea1e0f313ee442901120398'}]",2022-08-28T18:32:59,116.590315,35.407793,116.58502553975973,35.40824813988384,体育休闲服务,休闲场所,休闲场所
44,B0ID3AJZ6D,VIMI CLUB维密酒吧,洸河路58号,山东省,370000,济宁市,537,任城区,370811,[],体育休闲服务;娱乐场所;酒吧,[],2022-08-28T05:33:41,116.609288,35.419919,116.6039907177066,35.42036238058565,体育休闲服务,娱乐场所,酒吧
45,B0HK9ZZI97,学能俱乐部,青州路与建设中路交叉口东南约240米,山东省,370000,济宁市,537,兖州区,370812,[],体育休闲服务;体育休闲服务场所;体育休闲服务场所,[],2022-08-28T05:31:50,116.79313,35.554139,116.78756514859202,35.55433257345951,体育休闲服务,体育休闲服务场所,体育休闲服务场所
46,B0FFIAA7IU,宋家沟草上采摘园,宋家沟草莓采摘园东南侧90米,山东省,370000,济宁市,537,泗水县,370831,0537-4387233,体育休闲服务;体育休闲服务场所;体育休闲服务场所,[],2022-08-28T04:41:32,117.385532,35.548283,117.37940946291349,35.548256777157526,体育休闲服务,体育休闲服务场所,体育休闲服务场所
47,B0ID376H04,半日闲棋牌娱乐馆,浙江商城B3甲09森哥集成灶2楼,山东省,370000,济宁市,537,梁山县,370832,15553722181,体育休闲服务;娱乐场所;棋牌室,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/6996e971d60d6e73e4f1fc0f6558bd1e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/64080cc181263b835efd0a40c7cf65a2'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/d599effabda89a7029110eadb47b92cf'}]",2022-08-28T04:03:08,116.080778,35.777043,116.07493961045655,35.77692759427848,体育休闲服务,娱乐场所,棋牌室
48,B0ID3AI27E,佑彤生态园,[],山东省,370000,济宁市,537,任城区,370811,15092635676,体育休闲服务;休闲场所;休闲场所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/da16630072a542fdeefd84c2fe7f0de2'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/f75fa6c49535c1c155156d152abd8f12'}]",2022-08-28T04:03:01,116.60093,35.500661,116.59562993511943,35.50104573639708,体育休闲服务,休闲场所,休闲场所
49,B0IDTSMW8J,梨澜庭采摘园,张黄镇古城集村陈庄西88米,山东省,370000,济宁市,537,鱼台县,370827,[],体育休闲服务;休闲场所;采摘园,[],2022-08-27T03:57:34,116.629585,35.080707,116.6242944350546,35.08146724069424,体育休闲服务,休闲场所,采摘园
50,B0IUY5WKXC,漫吧,110县道与321省道交叉口北60米,山东省,370000,济宁市,537,梁山县,370832,[],体育休闲服务;娱乐场所;网吧,[],2022-08-27T03:57:08,116.015535,35.8183,116.00982553522272,35.81830334686064,体育休闲服务,娱乐场所,网吧
51,B0I6A7AIL1,科蒂俱乐部,任城万达商场二层,山东省,370000,济宁市,537,任城区,370811,[],体育休闲服务;体育休闲服务场所;体育休闲服务场所,[],2022-08-26T05:39:31,116.603844,35.408283,116.598551769065,35.40873802198018,体育休闲服务,体育休闲服务场所,体育休闲服务场所
52,B0IAGS56CY,卓友台球,中御桥北路与建设东路交叉口南140米,山东省,370000,济宁市,537,兖州区,370812,[],体育休闲服务;运动场馆;台球厅,[],2022-08-26T04:06:58,116.827698,35.554152,116.82218921177017,35.55440512033561,体育休闲服务,运动场馆,台球厅
53,B0IDFCWH8N,儿童动漫城堡,钢山街道崇义路3367号鑫琦乐购超市三楼西南角角,山东省,370000,济宁市,537,邹城市,370883,13792377707,体育休闲服务;休闲场所;游乐场,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/3db51fe02341a8138e0b71d98fb23a3d'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4949574b1e94350e79b00a53dddc2323'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/252d72234638b9c806ac3c5897683a2d'}]",2022-08-26T04:00:46,117.017734,35.418562,117.01195234952064,35.41876380593709,体育休闲服务,休闲场所,游乐场
54,B0IDFUU8UJ,云渡台球club,讯达路90号,山东省,370000,济宁市,537,汶上县,370830,[],体育休闲服务;运动场馆;台球厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/6cd447e5c8d6eccc90cf849732b707f8'}]",2022-08-26T04:00:29,116.393238,35.784227,116.38747736490072,35.78409811202093,体育休闲服务,运动场馆,台球厅
55,B0IDFCX45R,3号娱乐,公明大道水浒商贸城对过26号,山东省,370000,济宁市,537,梁山县,370832,15964757576,体育休闲服务;娱乐场所;娱乐场所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/31e7941dfc235f8c08e60846f781e886'}]",2022-08-26T04:00:12,116.085692,35.812014,116.07984795545032,35.81188285754108,体育休闲服务,娱乐场所,娱乐场所
56,B0IDFDGHAS,渔禾农家院,新兖镇朝阳村西88米,山东省,370000,济宁市,537,兖州区,370812,15318186825,体育休闲服务;休闲场所;休闲场所,[],2022-08-26T03:59:59,116.773247,35.567991,116.76766205744195,35.56815314599956,体育休闲服务,休闲场所,休闲场所
57,B0IDCDYV8R,蓝鲨网络,鱼新一路与湖陵二路交叉口东南80米,山东省,370000,济宁市,537,鱼台县,370827,[],体育休闲服务;娱乐场所;网吧,[],2022-08-26T02:05:17,116.651533,34.998589,116.64620365127158,34.999407474248464,体育休闲服务,娱乐场所,网吧
58,B0FFKV3M1O,九隐音乐酒吧,财富大厦负一楼,山东省,370000,济宁市,537,邹城市,370883,15206734561,体育休闲服务;娱乐场所;酒吧,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/30af309f61062979bbeec0944cd9bea8'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8163de613a2a0bd4960f2eb3a4178742'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/96fd035f96d65cd88c21e76e662ab358'}]",2022-08-25T02:57:34,116.96817,35.407869,116.96259521456166,35.40822502705112,体育休闲服务,娱乐场所,酒吧
59,B0FFK66Q5F,悦瑜伽,济邹路与火炬路交叉路口津多里商场,山东省,370000,济宁市,537,任城区,370811,[],体育休闲服务;运动场馆;健身中心,[],2022-08-24T12:42:27,116.616598,35.397269,116.61129540200938,35.397726385872275,体育休闲服务,运动场馆,健身中心
60,B0FFHT5NL8,兖州花卉农家院,兴隆大道与246省道交叉口东280米,山东省,370000,济宁市,537,兖州区,370812,[],体育休闲服务;体育休闲服务场所;体育休闲服务场所,[],2022-08-24T12:41:00,116.84906,35.513023,116.84359223935527,35.51334236107143,体育休闲服务,体育休闲服务场所,体育休闲服务场所
61,B0H33GRFOF,儒洱采耳,程兰路1146号(东城新百货大楼对面三楼),山东省,370000,济宁市,537,邹城市,370883,18653735325,体育休闲服务;体育休闲服务场所;体育休闲服务场所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/7dc51ee7cb09a5359c2c21ea24c22c91'}]",2022-08-24T03:17:38,117.01594,35.414888,117.0101661590976,35.41509804700267,体育休闲服务,体育休闲服务场所,体育休闲服务场所
62,B0IDXSLF8P,国强樱桃园,看庄镇金山村,山东省,370000,济宁市,537,邹城市,370883,[],体育休闲服务;休闲场所;采摘园,[],2022-08-24T02:19:48,117.076785,35.262957,117.07083654406104,35.26317645016708,体育休闲服务,休闲场所,采摘园
63,B0HRHP0J96,义和佳苑-老年公寓,义和路义和佳苑,山东省,370000,济宁市,537,邹城市,370883,[],体育休闲服务;度假疗养场所;疗养院,[],2022-08-23T21:59:53,117.001117,35.418888,116.99540547548798,35.41913926761811,体育休闲服务,度假疗养场所,疗养院
64,B0IDR13BS4,兖州区滨河观光采摘园,酒仙桥街道河头村,山东省,370000,济宁市,537,曲阜市,370881,15153787499,体育休闲服务;休闲场所;采摘园,"[{'title': [], 'url': 'https://comment-oss-online.oss-cn-wulanchabu.aliyuncs.com/B0IDR13BS4/comment/content_media_external_images_media_25272_1653031496337_d6bbe018.jpg'}, {'title': [], 'url': 'https://comment-oss-online.oss-cn-wulanchabu.aliyuncs.com/B0IDR13BS4/comment/content_media_external_images_media_25270_1653031496337_880eba98.jpg'}, {'title': [], 'url': 'https://comment-oss-online.oss-cn-wulanchabu.aliyuncs.com/B0IDR13BS4/comment/content_media_external_images_media_25271_1653031496338_7aaaf184.jpg'}]",2022-08-23T12:34:32,116.857974,35.562792,116.85251420687656,35.56309310146492,体育休闲服务,休闲场所,采摘园
